,hacat_unstim,hacat_stim,myla,GM12878,naive_T
ENSG00000005020,101.40165314559447,100.04383905263447,66.04429991181695,134.42891509207186,0.646587
ENSG00000005022,236.89316946529325,286.9508973259169,103.25235620016429,54.606262462610346,95.74214400000001
ENSG00000005059,36.76504727445613,180.29373388843655,39.068459102764905,109.1170216943653,133.50058099999998
ENSG00000005073,16.734195466978527,12.050740616495062,17.673826736965054,0.0,0.008116
ENSG00000005075,33.88133017074083,27.303556667250916,34.41745206672147,35.02102577414894,41.094590000000004
ENSG00000005100,68.55537625740423,64.91051483529921,83.71812664878202,58.93991430346206,4.979569
ENSG00000005102,0.25905926586348316,0.0,0.0,6.679149523081909,0.187573
ENSG00000005108,0.44040350017905244,0.0,22.32483377300851,0.8988912852951254,0.048896
ENSG00000005156,45.000363712109376,31.582215072693714,50.23087598926921,45.331474790772205,30.575754
ENSG00000005175,188.4969034999055,188.5130259275297,177.66846877685933,121.61216380759473,22.320755000000002
ENSG00000005187,1.4619108558462917,1.9913612173624131,186.04028144173796,22.78772395367243,5.151801
ENSG00000005189,8.431970625783459,5.140629232602685,34.41745206672147,12.51300928941001,0.233735
ENSG00000005194,43.72078792022394,37.1964238924801,10.232215479295556,17.043200068246513,38.441771
ENSG00000005206,10.621951148663605,9.167346090648609,21.394632365799854,13.888146981623322,203.10582399999998
ENSG00000005238,2.4346002039709194,1.1199248708216012,3.7208056288347597,1.3751376922133318,1.321172
ENSG00000005243,13.92907339150454,9.000833916745142,0.0,0.8988912852951254,0.540734
ENSG00000005249,0.0,0.0,0.0,0.0,0.233681
ENSG00000005302,59.15830366739073,74.06083683665331,54.881883025312646,588.5415185779601,164.67870699999997
ENSG00000005339,118.22240433025503,109.06188746338307,86.50873087040806,125.20772894877503,191.12963
ENSG00000005379,0.0,0.0,4.651007036043442,8.512666446033016,19.044491
ENSG00000005381,0.0,0.0,0.0,0.0,0.015571000000000002
ENSG00000005421,0.0,0.0,0.0,0.0,0.059319000000000004
ENSG00000005436,17.01442918692727,16.569315576805057,29.766445030678007,15.209683145295397,16.580814
ENSG00000005448,25.29664969374443,21.0120465325352,100.46175197853806,58.39219919182218,12.726017000000002
ENSG00000005469,51.92029054111972,31.157989881414387,12.09261829371295,25.115354459722145,9.123026
ENSG00000005471,0.0,0.0,0.0,26.913137030312416,0.181848
ENSG00000005483,280.90376970474944,232.21581312503307,244.64297009588523,354.9369874583107,113.92315100000002
ENSG00000005486,18.10273411318444,15.951727727128402,21.394632365799854,7.560173632196626,79.18179200000002
ENSG00000005513,0.0,0.0,0.0,0.0,1.413238
ENSG00000005700,196.92332426981446,180.16406773811562,371.1503614762673,254.4336679171075,13.458210000000001
ENSG00000005801,37.322574973608106,37.26637525032782,29.766445030678007,50.77842403108422,22.593117000000003
ENSG00000005810,257.81075606118577,435.68577108139834,225.10874054450258,633.2002080238293,82.405577
ENSG00000005812,72.74188936191855,69.8797539739868,63.25369569019081,68.20853462534681,59.543906
ENSG00000005844,0.0,0.0,78.13691820552992,88.60332671820123,163.591382
ENSG00000005882,2.808846609889702,1.7428726930816205,14.883222515339003,13.888146981623322,17.950396999999995
ENSG00000005884,117.5186873864191,139.46016957571683,9.3020140720869,6.768485403984072,2.905429
ENSG00000005889,67.18646290480916,52.63634907908263,35.3476534739302,100.85449571485825,26.382372
ENSG00000005893,226.760840708764,210.31578820923463,159.06444063268623,125.9877173507611,18.009211
ENSG00000005961,0.0,0.0,0.0,0.0,0.40479600000000004
ENSG00000005981,0.0,0.0,0.0,0.0,0.051664
ENSG00000006007,100.55625760518518,84.07300981563465,340.4537150383805,92.29992756651082,10.513658
ENSG00000006015,14.576495776855168,10.501230581810818,36.27785488113886,20.26972185959134,49.707381000000005
ENSG00000006016,0.0,0.0,0.0,0.0,9.002042000000001
ENSG00000006025,6.44906921837657,9.345883257081711,2.79060422162607,7.1553959300001235,22.641416000000003
ENSG00000006042,0.0,0.0,0.0,0.0,1.175229
ENSG00000006047,0.7511021907685321,0.5409714718826706,0.0,0.0,0.035861000000000004
ENSG00000006059,0.0,0.0,0.0,0.0,0.0
ENSG00000006062,6.515788704204925,8.67638153835182,39.068459102764905,14.912108500181498,28.729640999999997
ENSG00000006071,0.0,0.0,0.0,0.0,0.08557699999999999
ENSG00000006116,0.0,0.0,0.0,0.0,0.0
ENSG00000006118,7.684441161479868,8.50641634133233,0.0,0.8988912852951254,0.382461
ENSG00000006125,252.4306695506618,270.3569565682651,343.24431926000585,113.33177065190738,37.382791999999995
ENSG00000006128,0.0,0.0,0.0,0.0,0.0
ENSG00000006194,29.44632803704318,25.113713845193615,38.13825769555625,48.611598110658356,35.011923
ENSG00000006210,0.4892215077216635,0.8334544194845517,0.0,2.2204274489671665,0.036105
ENSG00000006282,9.655494508585136,10.770316068034846,23.255035180217245,13.042857224869493,29.918717
ENSG00000006283,0.0,0.0,0.0,0.0,0.045028
ENSG00000006327,77.24710109326719,77.08782945481747,0.0,0.8988912852951254,0.35509899999999994
ENSG00000006377,7.816404996684746,5.880975859147561,0.0,0.0,0.007465
ENSG00000006432,11.624288830075093,11.758257668893178,0.9302014072086899,3.595565141180493,2.0690510000000004
ENSG00000006451,278.1634539129234,866.6519568126216,138.60000967409474,109.17062322290657,35.825463
ENSG00000006453,62.79209428626833,55.695068774531975,0.0,53.879875589166126,2.331108
ENSG00000006459,12.073207184454558,21.71149088305651,41.85906332439096,1.321536163672038,88.913185
ENSG00000006468,0.6100008794934876,0.578953398938931,0.0,15.209683145295397,0.097429
ENSG00000006530,24.903196503807134,20.36748834883196,19.534229551382452,47.12925736136248,24.219290000000004
ENSG00000006534,8.299744149675922,6.641025897668342,0.0,0.0,0.351144
ENSG00000006555,6.647964577662215,7.603010564000073,0.0,0.0,3.3110500000000003
ENSG00000006576,67.98680627511851,47.86452752401291,50.23087598926921,93.96094007761069,15.022048000000002
ENSG00000006606,0.0,0.0,0.0,0.0,0.0
ENSG00000006607,23.73994736053524,26.564103590673383,16.743625329756398,38.65232526769029,10.085374000000002
ENSG00000006611,0.0,0.0,0.0,0.0,0.008065000000000001
ENSG00000006625,354.33456854598353,309.5955915260836,87.4389322776167,93.13351749703747,8.271434000000001
ENSG00000006634,110.4014965040979,91.65631696765887,83.71812664878202,118.61791530659568,29.799937
ENSG00000006638,0.0,0.0,0.0,0.0,3.746683
ENSG00000006652,70.72753215422564,63.16633709485469,92.08993931366025,43.551559396362414,44.994175
ENSG00000006659,0.0,0.0,0.0,2.6788066797049406,0.253558
ENSG00000006695,26.890708940936687,24.02742432834489,41.85906332439096,20.198253154869658,9.691507
ENSG00000006704,29.708259322740304,16.80321963540743,0.0,1.3751376922133318,0.40612899999999996
ENSG00000006712,18.392419785290794,21.460562735159627,40.928861917182296,27.282180380148002,75.97234499999999
ENSG00000006715,95.65013785265221,78.27299690736447,35.3476534739302,90.36537493643064,16.190084000000002
ENSG00000006740,1.9425572790658692,0.6229478222600167,0.9302014072086899,1.779915394409817,0.231479
ENSG00000006744,73.84010742660094,66.33417394581768,122.78658575154701,98.80657267774163,76.56868999999999
ENSG00000006747,0.0,0.0,0.0,0.0,0.260878
ENSG00000006756,0.0,0.0,0.0,0.0,0.662511
ENSG00000006757,26.3185811259165,26.38365947477297,0.0,17.53731365134511,2.850346
ENSG00000006788,0.0,0.0,0.0,0.0,0.002727
ENSG00000006831,163.198892631699,132.09625124457222,140.46041248851225,159.12162467341753,11.442478999999999
ENSG00000006837,0.41150647617374975,1.7488851893464463,5.581208443252131,0.8988912852951254,0.8137460000000001
ENSG00000007001,0.0,0.0,0.0,0.0,0.0
ENSG00000007038,0.0,0.0,0.0,0.0,2.864157
ENSG00000007047,13.29910092582349,10.665183282565488,42.78926473159971,25.115354459722145,5.939245999999999
ENSG00000007062,0.0,0.0,0.0,0.0,0.324084
ENSG00000007080,5.505276894257242,6.921483852740551,14.883222515339003,16.72775824695217,20.33269
ENSG00000007129,0.0,0.0,0.0,3.119318734262285,35.146553000000004
ENSG00000007168,195.3527900799717,169.22301542706725,157.20403781826874,121.55856227905345,118.89815799999998
ENSG00000007171,0.0,0.0,0.0,0.0,0.176769
ENSG00000007174,0.0,0.0,0.0,0.0,0.156691
ENSG00000007202,54.4752378135492,57.14891154312783,70.69530694786032,90.8237541671681,93.66442100000002
ENSG00000007216,0.0,0.0,0.0,0.0,0.0
ENSG00000007237,0.0,0.0,86.50873087040806,5.41121488795117,0.42503
ENSG00000007255,22.160290588352925,19.07503880784205,53.951681618104,44.39684915311625,36.634333999999996
ENSG00000007264,1.9194645250295128,0.5409714718826706,2.79060422162607,0.0,2.86452
ENSG00000007306,0.0,0.0,0.0,0.0,0.0
ENSG00000007312,0.0,0.0,0.0,21.043542911623486,3.7456880000000004
ENSG00000007314,0.0,0.0,0.0,0.0,0.028668
ENSG00000007341,11.425232035187289,9.91882415975578,6.511409850460821,8.054287215295242,7.876729000000001
ENSG00000007350,0.0,0.0,0.0,0.0,0.5844339999999999
ENSG00000007372,0.0,0.0,0.0,0.0,0.234461
ENSG00000007376,12.458536848505892,12.703098396397737,5.581208443252131,6.310106173246294,11.548150999999999
ENSG00000007384,34.94758377525714,27.43553993721418,5.581208443252131,0.458379230737779,0.729312
ENSG00000007392,77.67117559167667,69.92773276735221,103.25235620016429,154.55569954222008,73.39110600000001
ENSG00000007402,0.0,0.0,0.0,0.0,1.4019800000000002
ENSG00000007516,0.0,0.0,0.0,0.0,1.0225080000000002
ENSG00000007520,113.06651196317837,96.59911711924786,79.99732101994721,90.13310164608487,18.808702
ENSG00000007541,5.750408364265849,4.8136173810606175,0.9302014072086899,3.631299493541353,18.427024
ENSG00000007545,23.791964620688244,14.524494416740609,6.511409850460821,19.352963398115783,14.231732
ENSG00000007866,21.23310916220862,17.680668478213054,0.0,0.0,0.161135
ENSG00000007908,0.0,0.0,0.0,0.0,0.01962
ENSG00000007923,37.39798910003523,28.654585097240314,23.255035180217245,27.389383437230617,47.766447
ENSG00000007933,0.0,0.0,0.0,0.0,0.43203800000000003
ENSG00000007944,28.930464169359144,27.414701948985087,37.2080562883476,101.02700012670898,69.061203
ENSG00000007952,0.0,0.0,0.0,0.0,0.275968
ENSG00000007968,23.44943665595813,9.453816541985644,10.232215479295556,29.365837769625188,0.271602
ENSG00000008018,270.4712704305603,262.5707706168855,391.61479243485786,323.5053594753889,111.21132999999999
ENSG00000008056,2.0922336748429977,1.7428726930816205,0.0,0.458379230737779,0.268768
ENSG00000008083,38.14983823851296,38.69080806128094,146.97182233897254,170.80721138225366,11.707288
ENSG00000008086,1.9426078817161139,2.3658205153416376,4.651007036043442,8.476932093672179,2.125626
ENSG00000008118,0.0,0.0,0.0,0.0,0.043688
ENSG00000008128,2.420432887752308,3.904199107463549,4.651007036043442,4.512323602656046,164.284526
ENSG00000008130,6.087132059027004,6.108626395199252,10.232215479295556,21.07927726398433,24.378720999999995
ENSG00000008196,0.0,0.0,0.0,0.0,0.0
ENSG00000008197,0.0,0.0,0.0,0.0,0.0
ENSG00000008226,0.0,0.0,0.0,0.0,6.018067
ENSG00000008256,160.248461804571,87.9640493543153,7.4416112576695115,81.30499337875757,2.66007
ENSG00000008277,0.36268846863113824,0.8274419232197231,19.534229551382452,50.30217762416606,0.591121
ENSG00000008282,193.99207784168772,170.32842638738683,54.881883025312646,88.91876853949533,34.680020000000006
ENSG00000008283,123.10650238019926,107.25715332929553,0.0,12.530876465590453,5.974333
ENSG00000008294,160.73987247995473,151.75154849871583,248.36377572472023,107.40857500467715,64.16590800000002
ENSG00000008300,0.9726893481246258,0.578953398938931,46.510070360434405,1.7977825705902466,3.612368
ENSG00000008311,5.997029696148325,7.263080169961053,0.0,14.822772619279323,3.5189510000000004
ENSG00000008323,0.8519099763528017,0.4969770485615845,0.0,0.458379230737779,0.723446
ENSG00000008324,31.823056108241943,33.370748112277845,47.44027176764315,62.94025714683904,31.667967999999995
ENSG00000008382,11.209398545149893,7.588426098321672,7.4416112576695115,9.887804138246349,5.576012
ENSG00000008394,0.0,0.0,0.0,39.955994255181906,0.42938
ENSG00000008405,16.893700417805704,15.811825011432996,33.487250659512796,18.400470584279386,27.250990999999996
ENSG00000008438,0.0,0.0,0.0,0.0,0.748093
ENSG00000008441,64.981429802938,106.74981853860639,0.0,0.458379230737779,2.228767
ENSG00000008513,9.283300356108317,7.98258880827682,27.906042216260698,50.42724785742907,56.598386000000005
ENSG00000008516,1.0418292951704557,4.0387418505755655,0.0,0.0,3.0221590000000003
ENSG00000008517,0.5181185317269641,3.828235253351034,69.76510554065166,20.233987507230456,162.77866899999998
ENSG00000008710,4.630624517183746,2.2838441649642913,18.6040281441738,4.917101304852531,69.143135
ENSG00000008735,0.0,0.0,0.0,0.0,0.628966
ENSG00000008838,134.7389802325412,118.5850521338914,226.96914335892,267.72049825854964,84.428421
ENSG00000008853,31.675061621089988,20.95501371718446,10.232215479295556,23.24610318441023,5.645499
ENSG00000008869,36.148938012755885,23.72380993818065,31.626847845095405,27.901364196509704,29.063632999999996
ENSG00000008952,272.0349297071563,277.23753947220223,162.7852462615203,193.9103771572204,105.726019
ENSG00000008988,730.8897422431327,673.574560992706,1075.3128267332415,846.2731769911346,4054.1738100000002
ENSG00000009307,618.2542305341226,515.1860934703395,1014.8497352646776,775.737011859738,533.290711
ENSG00000009335,99.9089229322473,91.05575320727664,78.13691820552992,83.12064312552825,36.588126
ENSG00000009413,144.55763872998847,144.23961760143519,79.06711961273855,190.89826148004076,17.809372999999994
ENSG00000009694,0.0,0.0,0.0,0.0,9.001553
ENSG00000009709,0.0,0.0,0.0,0.0,0.0
ENSG00000009724,0.0,0.0,0.0,0.0,11.774262
ENSG00000009765,0.0,0.0,0.0,0.0,2.979534
ENSG00000009780,23.012338879768983,21.4494312925973,17.673826736965054,18.382603408098944,15.490531
ENSG00000009790,0.0,0.0,53.02148021089525,163.98512444972863,343.148881
ENSG00000009830,33.158494155299394,29.530246840111285,25.11543799463456,42.74200399196942,5.848491
ENSG00000009844,138.32343702141372,143.199350634128,108.83356464341675,143.13195312613644,21.612771
ENSG00000009950,6.127264149115594,2.3658205153416376,0.0,0.0,1.363292
ENSG00000009954,322.80696107679046,256.54953249344413,292.0832418635285,287.8891844110117,36.880035
ENSG00000010017,19.7965091110152,18.226758896393225,37.2080562883476,20.63876520942702,41.113564000000004
ENSG00000010030,3.712796966934405,171.1812034094295,69.76510554065166,3.1550530866231443,0.084285
ENSG00000010072,42.38122002121253,31.143816913131626,21.394632365799854,30.544436523853765,9.522958
ENSG00000010165,47.39829371950471,43.97824605581118,29.766445030678007,50.9330612667547,9.046044
ENSG00000010219,18.090636904867658,65.22639524427895,19.534229551382452,13.85241262926248,15.25638
ENSG00000010244,260.53996184896636,266.9784932705448,258.5959912040155,261.4701609637982,148.28135
ENSG00000010256,36.15137246319718,31.500238722316343,37.2080562883476,47.46256635883722,53.819461
ENSG00000010270,14.429640798261413,18.905073610822537,19.534229551382452,21.150745968706012,7.023405
ENSG00000010278,215.58710078623238,253.65790149490707,2.79060422162607,10.381917721344978,1.8350339999999998
ENSG00000010282,0.0,0.0,0.0,0.0,0.22287700000000002
ENSG00000010292,103.91032176315062,93.84681231339762,111.62416886504298,78.69765540377436,17.425009
ENSG00000010295,0.37126355313322335,0.2484885242807925,13.022819700921605,21.466187790000358,20.962902999999997
ENSG00000010310,1.3180387300381073,0.9094182735970697,4.651007036043442,10.715226718819762,2.4725070000000002
ENSG00000010318,4.498287208124275,1.9973737136272385,23.255035180217245,7.173263106180556,13.154895999999999
ENSG00000010319,0.0,0.0,0.0,0.0,0.04981
ENSG00000010322,5.568262218018465,4.980129554964067,14.883222515339003,23.281837536771075,133.245096
ENSG00000010327,0.0,0.0,0.0,0.0,0.327283
ENSG00000010361,0.6303228189967064,0.29248294760187815,0.9302014072086899,1.3572705160328997,17.068213
ENSG00000010379,0.0,0.0,1.8604028144173799,1.3394033398524725,0.157179
ENSG00000010404,131.95950228426383,102.08914226527084,166.50605189035525,171.31919214153288,79.13687699999998
ENSG00000010438,11.724985782707444,7.342497047189643,0.0,0.0,0.038491000000000004
ENSG00000010539,15.796635850905364,21.676429304967517,28.83624362346935,25.043885755000463,8.99174
ENSG00000010610,0.0,0.0,0.0,0.0,87.43364600000001
ENSG00000010626,8.28823681503851,5.895560324825964,11.162416886504298,8.584135150754728,4.162774
ENSG00000010671,0.0,0.0,0.0,38.61659091532943,0.135103
ENSG00000010704,5.966052936589756,7.006019676266673,0.0,2.256161801328026,0.7703229999999999
ENSG00000010803,3.8445212817755534,3.2312443656176177,10.232215479295556,9.483026436049876,12.566267
ENSG00000010810,2.16419503907221,0.0,41.85906332439096,174.20623758544983,398.819359
ENSG00000010818,22.493469038760423,29.65544524059558,46.510070360434405,89.287811889331,42.877463999999996
ENSG00000010932,0.0,0.0,0.0,0.0,0.005343
ENSG00000011007,69.86241944172278,68.66725265715378,35.3476534739302,46.76021401152684,12.829884999999999
ENSG00000011009,64.56058220755855,53.07218776549599,45.579868953225755,68.68478103226501,29.762837999999995
ENSG00000011021,6.944334516430903,4.7376535269481,8.371812664878199,16.674156718410885,17.860206
ENSG00000011028,10.56745755856385,10.310668422848067,33.487250659512796,0.0,2.590616
ENSG00000011052,0.0,0.0,0.0,0.0,3.104638
ENSG00000011083,0.0,0.0,0.0,0.0,0.0
ENSG00000011105,2.7570457495615313,3.1467085420915186,31.626847845095405,0.0,0.382953
ENSG00000011114,167.1115138290679,115.10109384766284,82.78792524157335,159.91331290162984,9.747258999999998
ENSG00000011132,3.79903648033416,3.0707446879789977,14.883222515339003,9.905671314426767,50.841066
ENSG00000011143,12.682945423045371,7.678974418112597,10.232215479295556,9.37582337896727,8.583772000000002
ENSG00000011198,50.85516608131192,31.126672974304444,121.85638434433825,49.03424298903532,3.3088319999999993
ENSG00000011201,4.941272605122979,2.704857359413361,0.0,3.6134323173609233,0.037285
ENSG00000011243,9.99162832966691,6.228584672632857,23.255035180217245,16.638422366049998,124.87688200000001
ENSG00000011258,19.995583760362905,12.31661410588886,23.255035180217245,20.60303085706613,27.98449
ENSG00000011260,142.8695361856772,130.6063841199644,193.48189269940707,133.4585551020552,41.093748999999995
ENSG00000011275,80.9470637001355,104.35458806562201,45.579868953225755,84.35284340829817,97.782061
ENSG00000011295,171.24707109722578,148.98649562147804,160.92484344710283,164.0387259782694,44.359516
ENSG00000011304,279.5425666617215,282.34298594996284,180.4590729984855,341.89413023344133,205.46605999999997
ENSG00000011332,4.354465684966337,1.7394196699655484,11.162416886504298,1.8156497467706785,0.23757199999999998
ENSG00000011347,4.1787136823672935,4.108693208423255,0.0,0.0,0.036882
ENSG00000011376,22.718601440470184,29.63651420183381,22.32483377300851,44.81949403149312,6.721748
ENSG00000011405,202.97781954866196,180.2419385416949,82.78792524157335,66.0238415287405,26.949366000000005
ENSG00000011422,22.85502836268304,36.361544576099995,0.0,2.256161801328026,1.8428429999999998
ENSG00000011426,296.6266474163039,209.91573152532678,43.71946613880835,41.06929165464221,0.09054
ENSG00000011451,24.858828090385042,24.506244038579343,19.534229551382452,17.114668772968244,12.689213
ENSG00000011454,246.01084844580456,184.97394177541767,63.25369569019081,107.28350477141399,20.99419
ENSG00000011465,0.0,0.0,0.0,0.0,0.46113699999999996
ENSG00000011478,0.0,0.0,0.0,0.0,3.49593
ENSG00000011485,16.09079736670899,11.747126226330842,17.673826736965054,21.11501161634517,26.637379
ENSG00000011523,17.72251764012216,15.02837751153439,40.928861917182296,21.573390847082972,32.868682
ENSG00000011566,32.71973545398278,30.768705091470895,11.162416886504298,0.0,8.354548
ENSG00000011590,0.2301622418581804,0.0,51.16107739647786,25.555866514279504,0.7628649999999999
ENSG00000011600,0.0,0.0,0.0,0.0,3.072205
ENSG00000011638,31.340818617848004,21.340845484011894,4.651007036043442,10.786695423541463,6.533823
ENSG00000011677,5.319008386666099,1.3218594986325545,0.0,2.7145410320658003,0.004477
ENSG00000012048,152.7154230515298,111.12677291124172,99.5315505713293,111.07560885057927,3.100752
ENSG00000012061,29.939200355991357,29.679083728259315,24.1852365874259,23.317571889131916,25.152696
ENSG00000012124,0.44040350017905244,0.0,0.0,147.13229596951336,1.8461750000000001
ENSG00000012171,0.0,0.0,0.0,0.0,0.824071
ENSG00000012174,30.246672311859157,27.265574740194673,9.3020140720869,12.108231587213494,3.940988
ENSG00000012211,0.9382000924027983,2.073337567739759,3.7208056288347597,1.7977825705902466,3.3295500000000002
ENSG00000012223,0.0,0.0,0.0,0.0,0.264849
ENSG00000012232,30.10350089268231,20.667649715880078,9.3020140720869,10.84029695208278,5.98094
ENSG00000012504,0.0,0.0,0.0,0.0,0.026467
ENSG00000012660,72.04729500042231,53.28805433530392,259.52619261122425,208.4891766599274,61.891026
ENSG00000012779,0.0,0.578953398938931,0.0,2.2918961536888856,1.655074
ENSG00000012817,0.0,0.0,20.464430958591198,0.0,102.116623
ENSG00000012822,4.829358440867219,2.5263201929802577,14.883222515339003,4.952835657213391,65.93862099999998
ENSG00000012963,48.68442509064065,37.14998984554294,40.928861917182296,86.31143056451228,9.243107
ENSG00000012983,134.21366490903574,143.7303745340582,86.50873087040806,97.39570063316755,24.260668000000003
ENSG00000013016,3.8042783587350235,1.1639192941426901,0.0,29.115697303099115,1.228581
ENSG00000013275,40.217504022867786,35.42950121433918,66.04429991181695,64.2617933105111,37.568207
